pairs,true,predict
"(142, 290)",1,1
"(112, 312)",1,1
"(90, 296)",1,0
"(200, 249)",1,1
"(27, 235)",1,1
"(208, 268)",1,1
"(201, 432)",1,1
"(18, 378)",1,0
"(173, 394)",1,0
"(111, 278)",1,1
"(144, 278)",1,1
"(98, 264)",1,0
"(54, 369)",1,1
"(120, 276)",1,1
"(199, 372)",1,1
"(92, 412)",1,1
"(1, 474)",1,1
"(111, 240)",1,1
"(89, 359)",1,1
"(196, 248)",1,1
"(140, 348)",1,1
"(142, 427)",1,1
"(147, 246)",1,1
"(150, 292)",1,1
"(160, 300)",1,1
"(116, 353)",1,1
"(18, 229)",1,1
"(79, 331)",1,1
"(46, 241)",1,1
"(23, 401)",1,1
"(182, 242)",1,1
"(199, 295)",1,1
"(50, 454)",1,1
"(129, 406)",1,1
"(20, 349)",1,1
"(72, 393)",1,0
"(150, 333)",1,1
"(80, 478)",1,1
"(28, 312)",1,1
"(22, 468)",1,1
"(175, 330)",1,1
"(57, 372)",1,1
"(120, 264)",1,1
"(107, 359)",1,1
"(30, 468)",1,1
"(206, 363)",1,0
"(159, 327)",1,1
"(199, 280)",1,1
"(53, 372)",1,1
"(8, 468)",1,1
"(85, 294)",1,1
"(51, 295)",1,1
"(72, 397)",1,1
"(65, 359)",1,1
"(93, 312)",1,1
"(111, 282)",1,1
"(87, 302)",1,0
"(98, 303)",1,1
"(4, 242)",1,1
"(209, 457)",1,1
"(72, 237)",1,0
"(110, 412)",1,1
"(76, 432)",1,1
"(216, 247)",1,1
"(217, 465)",1,1
"(123, 463)",1,1
"(51, 294)",1,1
"(208, 288)",1,0
"(123, 450)",1,0
"(210, 372)",1,1
"(85, 468)",1,1
"(11, 241)",1,1
"(156, 266)",1,1
"(200, 327)",1,0
"(170, 480)",1,1
"(18, 468)",1,1
"(98, 457)",1,0
"(41, 298)",1,0
"(208, 335)",1,1
"(166, 225)",1,1
"(175, 242)",1,1
"(201, 438)",1,1
"(86, 278)",1,1
"(79, 323)",1,1
"(217, 454)",1,1
"(216, 375)",1,1
"(16, 483)",1,1
"(12, 276)",1,1
"(18, 335)",1,1
"(69, 331)",1,1
"(18, 396)",1,0
"(67, 300)",1,1
"(85, 249)",1,1
"(60, 247)",1,1
"(200, 392)",1,0
"(151, 323)",1,0
"(167, 361)",1,0
"(138, 249)",1,1
"(87, 457)",1,0
"(207, 326)",1,1
"(202, 333)",1,1
"(24, 476)",1,1
"(13, 280)",1,1
