pairs,true,predict
"(139, 359)",1,1
"(137, 229)",1,1
"(89, 465)",1,1
"(122, 373)",1,1
"(1, 225)",1,1
"(80, 487)",1,1
"(199, 241)",1,1
"(8, 423)",1,1
"(198, 229)",1,1
"(62, 229)",1,1
"(111, 228)",1,1
"(166, 299)",1,1
"(173, 318)",1,1
"(16, 306)",1,0
"(209, 312)",1,1
"(69, 264)",1,1
"(51, 225)",1,1
"(77, 294)",1,1
"(51, 341)",1,1
"(184, 310)",1,1
"(138, 423)",1,1
"(85, 270)",1,1
"(185, 353)",1,1
"(209, 405)",1,1
"(199, 293)",1,1
"(208, 333)",1,1
"(76, 399)",1,1
"(199, 468)",1,1
"(57, 404)",1,0
"(177, 378)",1,1
"(12, 353)",1,1
"(109, 249)",1,1
"(166, 316)",1,1
"(1, 314)",1,1
"(73, 274)",1,1
"(123, 485)",1,1
"(209, 246)",1,1
"(21, 401)",1,1
"(82, 323)",1,1
"(119, 333)",1,1
"(216, 342)",1,1
"(8, 401)",1,1
"(160, 312)",1,1
"(129, 484)",1,1
"(131, 242)",1,1
"(182, 270)",1,1
"(166, 432)",1,1
"(62, 437)",1,1
"(142, 331)",1,1
"(82, 241)",1,1
"(192, 438)",1,1
"(86, 485)",1,1
"(30, 330)",1,1
"(176, 312)",1,1
"(51, 437)",1,1
"(150, 389)",1,1
"(166, 393)",1,1
"(130, 229)",1,1
"(185, 290)",1,1
"(166, 321)",1,1
"(102, 372)",1,0
"(156, 419)",1,1
"(116, 273)",1,1
"(79, 330)",1,1
"(46, 353)",1,1
"(86, 229)",1,1
"(158, 418)",1,1
"(28, 293)",1,0
"(197, 256)",1,1
"(188, 353)",1,0
"(131, 352)",1,1
"(185, 268)",1,1
"(53, 247)",1,1
"(198, 410)",1,1
"(212, 480)",1,1
"(92, 401)",1,1
"(159, 438)",1,1
"(107, 293)",1,1
"(150, 450)",1,1
"(8, 329)",1,1
"(129, 225)",1,1
"(80, 247)",1,1
"(79, 352)",1,1
"(50, 432)",1,1
"(36, 242)",1,1
"(158, 335)",1,0
"(100, 357)",1,1
"(61, 397)",1,1
"(209, 229)",1,1
"(103, 330)",1,1
"(103, 300)",1,1
"(126, 401)",1,1
"(27, 322)",1,1
"(90, 372)",1,1
"(199, 225)",1,1
"(98, 225)",1,1
"(207, 438)",1,1
"(18, 323)",1,1
"(71, 243)",1,1
"(164, 381)",1,0
"(115, 438)",1,0
"(209, 333)",1,1
"(26, 348)",1,1
"(13, 392)",1,1
"(3, 317)",1,1
"(131, 241)",1,1
"(185, 419)",1,1
"(149, 294)",1,1
"(217, 292)",1,1
"(156, 314)",1,1
"(73, 437)",1,1
"(200, 276)",1,1
"(197, 264)",1,1
"(116, 225)",1,1
"(189, 255)",1,1
"(15, 397)",1,0
"(131, 419)",1,1
"(27, 437)",1,1
"(25, 229)",1,0
"(50, 348)",1,1
"(89, 474)",1,1
"(46, 454)",1,1
"(176, 476)",1,1
"(79, 329)",1,1
"(79, 327)",1,1
"(46, 437)",1,0
"(166, 264)",1,1
"(129, 233)",1,1
"(179, 478)",1,0
"(1, 410)",1,1
"(192, 308)",1,1
"(82, 319)",1,1
"(120, 248)",1,1
"(162, 400)",1,1
"(170, 369)",1,1
"(142, 284)",1,1
"(151, 300)",1,1
"(78, 375)",1,1
"(158, 466)",1,1
"(25, 331)",1,1
"(85, 273)",1,1
"(35, 474)",1,1
"(180, 409)",1,1
"(160, 439)",1,1
"(167, 277)",1,0
"(82, 256)",1,1
"(118, 331)",1,1
"(50, 290)",1,1
"(49, 225)",1,1
"(209, 292)",1,1
"(201, 419)",1,1
"(116, 364)",1,0
"(31, 474)",1,1
"(102, 247)",1,1
"(96, 246)",1,0
"(110, 300)",1,1
"(185, 450)",1,1
"(75, 438)",1,1
"(111, 304)",1,1
"(118, 301)",1,1
"(192, 331)",1,1
"(61, 479)",1,0
"(110, 353)",1,1
"(86, 300)",1,1
"(24, 442)",1,1
"(215, 273)",1,1
"(208, 404)",1,1
"(187, 264)",1,0
"(49, 242)",1,1
"(101, 284)",1,1
"(86, 401)",1,1
"(164, 461)",1,1
"(24, 459)",1,1
"(18, 483)",1,1
"(151, 437)",1,1
"(200, 294)",1,1
"(80, 468)",1,1
"(106, 474)",1,1
"(30, 335)",1,1
"(173, 331)",1,1
"(151, 223)",1,1
"(142, 484)",1,1
"(199, 314)",1,1
"(46, 274)",1,1
"(22, 364)",1,0
"(180, 280)",1,1
"(182, 363)",1,1
"(145, 359)",1,1
"(70, 475)",1,0
"(189, 293)",1,1
"(80, 441)",1,1
"(167, 264)",1,1
"(144, 308)",1,0
"(77, 476)",1,1
"(140, 258)",1,1
"(23, 476)",1,1
"(205, 333)",1,0
"(85, 476)",1,1
"(42, 383)",1,0
"(67, 264)",1,1
"(65, 409)",1,1
"(182, 225)",1,1
"(104, 290)",1,1
"(101, 359)",1,1
"(129, 241)",1,1
"(21, 242)",1,1
"(51, 273)",1,1
"(53, 248)",1,1
"(59, 246)",1,1
"(140, 299)",1,1
"(36, 449)",1,1
"(173, 324)",1,1
"(176, 314)",1,1
"(102, 353)",1,1
"(79, 321)",1,1
"(199, 392)",1,1
"(160, 324)",1,1
"(120, 348)",1,1
"(210, 228)",1,1
"(85, 330)",1,1
"(10, 284)",1,1
"(209, 303)",1,1
"(50, 255)",1,1
"(51, 480)",1,1
"(156, 487)",1,1
"(27, 233)",1,1
"(122, 247)",1,1
"(207, 312)",1,1
"(188, 293)",1,1
"(177, 352)",1,1
"(77, 372)",1,0
"(56, 312)",1,0
"(151, 375)",1,1
"(185, 474)",1,1
"(77, 359)",1,1
"(129, 330)",1,1
"(166, 292)",1,1
"(202, 335)",1,0
"(93, 333)",1,1
"(137, 242)",1,1
"(208, 457)",1,1
"(51, 372)",1,1
"(145, 476)",1,1
"(200, 372)",1,1
"(8, 442)",1,1
"(26, 290)",1,1
"(76, 290)",1,1
"(120, 317)",1,1
"(87, 437)",1,1
"(139, 441)",1,1
"(214, 292)",1,1
"(197, 465)",1,1
"(74, 479)",1,1
"(51, 353)",1,1
"(73, 357)",1,1
"(73, 468)",1,1
"(12, 412)",1,1
"(28, 264)",1,1
"(82, 248)",1,1
"(94, 372)",1,1
"(185, 223)",1,1
"(89, 480)",1,1
"(183, 377)",1,1
"(15, 330)",1,0
"(79, 292)",1,1
"(167, 450)",1,1
"(109, 359)",1,1
"(142, 437)",1,1
"(206, 292)",1,1
"(51, 316)",1,1
"(209, 255)",1,1
"(61, 265)",1,1
"(80, 249)",1,1
"(145, 292)",1,1
"(62, 330)",1,1
"(86, 330)",1,1
"(71, 475)",1,1
"(28, 391)",1,0
"(76, 409)",1,1
"(119, 407)",1,0
"(121, 357)",1,1
"(123, 465)",1,1
"(173, 241)",1,1
"(72, 353)",1,1
"(201, 229)",1,1
"(98, 331)",1,1
"(150, 293)",1,1
"(184, 412)",1,1
"(18, 372)",1,1
"(30, 333)",1,1
"(176, 479)",1,1
"(97, 290)",1,1
"(183, 465)",1,1
"(147, 359)",1,1
"(75, 294)",1,1
"(67, 353)",1,1
"(197, 419)",1,0
"(126, 359)",1,1
"(137, 225)",1,1
"(110, 234)",1,1
"(101, 348)",1,1
"(96, 353)",1,1
"(210, 233)",1,1
"(82, 299)",1,1
"(25, 266)",1,1
"(73, 273)",1,1
"(184, 480)",1,1
"(41, 333)",1,1
"(93, 412)",1,1
"(138, 419)",1,1
"(75, 270)",1,0
"(78, 410)",1,1
"(184, 317)",1,1
"(27, 276)",1,1
"(177, 314)",1,1
"(210, 275)",1,1
"(184, 242)",1,1
"(192, 372)",1,1
"(106, 264)",1,1
"(194, 353)",1,1
"(84, 352)",1,1
"(46, 292)",1,1
"(131, 458)",1,1
"(51, 364)",1,1
"(85, 308)",1,1
"(168, 485)",1,0
"(184, 233)",1,1
"(156, 241)",1,1
