pairs,true,predict
"(166, 312)",1,1
"(199, 406)",1,1
"(170, 300)",1,1
"(64, 312)",1,1
"(118, 336)",1,1
"(41, 290)",1,1
"(209, 487)",1,1
"(170, 256)",1,1
"(198, 372)",1,1
"(167, 382)",1,0
"(62, 333)",1,1
"(118, 397)",1,1
"(21, 301)",1,1
"(140, 407)",1,1
"(21, 409)",1,1
"(107, 247)",1,1
"(53, 225)",1,1
"(82, 442)",1,1
"(119, 465)",1,1
"(73, 278)",1,1
"(75, 229)",1,1
"(74, 333)",1,1
"(26, 230)",1,1
"(202, 273)",1,1
"(199, 480)",1,1
"(69, 296)",1,1
"(200, 275)",1,1
"(121, 241)",1,1
"(180, 309)",1,1
"(201, 268)",1,1
"(178, 466)",1,1
"(109, 245)",1,1
"(167, 485)",1,0
"(147, 243)",1,1
"(24, 330)",1,1
"(100, 294)",1,1
"(170, 264)",1,1
"(121, 372)",1,1
"(147, 416)",1,0
"(184, 331)",1,1
"(178, 330)",1,1
"(120, 344)",1,1
"(144, 480)",1,1
"(60, 308)",1,1
"(200, 335)",1,1
"(73, 267)",1,1
"(131, 297)",1,1
"(159, 284)",1,1
"(12, 363)",1,0
"(92, 375)",1,1
"(104, 448)",1,1
"(8, 262)",1,1
"(210, 292)",1,1
"(150, 397)",1,1
"(166, 223)",1,1
"(209, 284)",1,0
"(73, 442)",1,1
"(156, 333)",1,1
"(73, 353)",1,1
"(140, 363)",1,1
"(184, 225)",1,1
"(215, 359)",1,1
"(123, 268)",1,1
"(78, 229)",1,1
"(184, 255)",1,1
"(185, 230)",1,1
"(6, 330)",1,1
"(8, 278)",1,1
"(103, 247)",1,1
"(152, 308)",1,1
"(208, 262)",1,1
"(140, 297)",1,1
"(102, 241)",1,1
"(14, 330)",1,1
"(199, 256)",1,1
"(26, 246)",1,1
"(36, 395)",1,1
"(110, 249)",1,1
"(115, 268)",1,1
"(152, 316)",1,1
"(21, 247)",1,1
"(46, 327)",1,1
"(180, 282)",1,1
"(130, 401)",1,0
"(86, 378)",1,1
"(204, 312)",1,1
"(111, 229)",1,1
"(157, 359)",1,1
"(129, 237)",1,1
"(189, 316)",1,1
"(196, 476)",1,1
"(99, 481)",1,0
"(120, 461)",1,1
"(192, 401)",1,1
"(72, 292)",1,1
"(202, 372)",1,1
"(91, 294)",1,1
"(122, 229)",1,1
"(150, 372)",1,1
"(129, 247)",1,1
"(129, 273)",1,1
"(8, 311)",1,1
"(208, 344)",1,1
"(142, 300)",1,0
"(93, 454)",1,1
"(115, 353)",1,1
"(193, 474)",1,1
"(175, 255)",1,1
"(67, 276)",1,1
"(108, 265)",1,1
"(46, 225)",1,1
"(104, 363)",1,0
"(8, 461)",1,1
"(42, 459)",1,0
"(122, 255)",1,1
"(140, 454)",1,1
"(207, 487)",1,1
"(142, 412)",1,1
"(131, 400)",1,1
"(214, 264)",1,1
"(138, 276)",1,1
"(209, 465)",1,1
"(115, 273)",1,1
"(176, 353)",1,1
"(76, 438)",1,1
"(140, 419)",1,1
"(159, 242)",1,1
"(77, 241)",1,1
"(140, 483)",1,1
"(78, 303)",1,1
"(156, 410)",1,1
"(209, 363)",1,1
"(26, 373)",1,1
"(199, 348)",1,1
"(3, 316)",1,1
"(16, 223)",1,1
"(166, 256)",1,1
"(85, 412)",1,1
"(166, 317)",1,1
"(170, 336)",1,0
"(93, 430)",1,1
"(2, 330)",1,1
"(8, 249)",1,1
"(75, 225)",1,1
"(166, 234)",1,1
"(3, 312)",1,1
"(131, 221)",1,0
"(70, 242)",1,1
"(118, 266)",1,1
"(86, 461)",1,1
"(25, 397)",1,1
"(208, 303)",1,1
"(25, 474)",1,1
"(27, 259)",1,1
"(76, 233)",1,0
"(166, 240)",1,1
"(189, 294)",1,0
"(176, 465)",1,1
"(59, 273)",1,1
"(192, 419)",1,1
"(140, 280)",1,1
"(93, 419)",1,1
"(92, 363)",1,1
"(198, 264)",1,1
"(160, 225)",1,1
"(53, 304)",1,1
"(92, 437)",1,1
"(172, 330)",1,1
"(121, 484)",1,1
"(23, 314)",1,1
"(50, 229)",1,1
"(12, 478)",1,1
"(75, 264)",1,1
"(175, 303)",1,1
"(110, 363)",1,1
"(18, 255)",1,1
"(50, 262)",1,1
"(82, 249)",1,1
"(150, 277)",1,1
"(184, 249)",1,1
"(12, 437)",1,1
"(31, 312)",1,1
"(182, 312)",1,1
"(159, 412)",1,1
"(178, 271)",1,1
"(150, 313)",1,0
"(36, 266)",1,1
