pairs,true,predict
"(131, 282)",1,1
"(214, 339)",1,1
"(50, 339)",1,1
"(209, 265)",1,0
"(171, 417)",1,0
"(142, 294)",1,1
"(98, 338)",1,1
"(90, 268)",1,1
"(87, 248)",1,1
"(208, 468)",1,1
"(198, 353)",1,1
"(207, 412)",1,1
"(185, 333)",1,1
"(84, 401)",1,1
"(95, 293)",1,1
"(82, 369)",1,0
"(97, 281)",1,1
"(74, 465)",1,1
"(72, 406)",1,1
"(8, 242)",1,1
"(106, 397)",1,1
"(69, 412)",1,1
"(101, 233)",1,1
"(147, 245)",1,1
"(93, 233)",1,1
"(172, 312)",1,1
"(189, 487)",1,1
"(176, 401)",1,1
"(7, 330)",1,1
"(76, 412)",1,1
"(121, 317)",1,1
"(69, 318)",1,1
"(109, 353)",1,1
"(79, 293)",1,1
"(140, 368)",1,1
"(73, 249)",1,1
"(23, 259)",1,1
"(22, 316)",1,0
"(214, 268)",1,1
"(8, 225)",1,1
"(67, 314)",1,1
"(80, 278)",1,1
"(124, 339)",1,0
"(53, 271)",1,1
"(85, 353)",1,1
"(192, 480)",1,1
"(177, 389)",1,1
"(44, 264)",1,1
"(192, 474)",1,1
"(209, 412)",1,1
"(1, 472)",1,1
"(176, 292)",1,1
"(185, 294)",1,1
"(26, 264)",1,1
"(189, 290)",1,1
"(138, 301)",1,1
"(147, 249)",1,1
"(209, 296)",1,1
"(51, 314)",1,1
"(17, 339)",1,0
"(20, 485)",1,1
"(11, 247)",1,1
"(25, 312)",1,1
"(205, 470)",1,1
"(170, 378)",1,1
"(54, 229)",1,0
"(82, 484)",1,1
"(112, 331)",1,1
"(41, 419)",1,1
"(23, 294)",1,1
"(73, 359)",1,1
"(77, 243)",1,1
"(173, 352)",1,1
"(59, 268)",1,1
"(207, 437)",1,1
"(67, 268)",1,0
"(207, 476)",1,1
"(115, 390)",1,0
"(180, 485)",1,1
"(159, 406)",1,1
"(80, 316)",1,1
"(147, 247)",1,1
"(142, 225)",1,1
"(111, 341)",1,1
"(50, 441)",1,0
"(131, 461)",1,1
"(125, 234)",1,0
"(209, 432)",1,1
"(23, 266)",1,1
"(208, 334)",1,1
"(80, 474)",1,1
"(8, 290)",1,1
"(128, 401)",1,0
