pairs,true,predict
"(170, 275)",1,1
"(30, 423)",1,1
"(109, 259)",1,1
"(182, 372)",1,1
"(189, 330)",1,1
"(147, 358)",1,1
"(24, 359)",1,1
"(140, 309)",1,1
"(184, 434)",1,1
"(25, 252)",1,1
"(100, 330)",1,1
"(8, 457)",1,1
"(182, 437)",1,1
"(85, 264)",1,1
"(82, 461)",1,1
"(170, 277)",1,1
"(178, 241)",1,1
"(135, 308)",1,1
"(79, 346)",1,1
"(98, 437)",1,1
"(129, 419)",1,1
"(201, 353)",1,1
"(216, 330)",1,1
"(95, 225)",1,1
"(150, 401)",1,1
"(8, 474)",1,1
"(127, 353)",1,1
"(52, 330)",1,1
"(80, 450)",1,1
"(31, 268)",1,1
"(112, 318)",1,1
"(178, 455)",1,1
"(72, 296)",1,1
"(73, 419)",1,1
"(142, 397)",1,1
"(202, 474)",1,1
"(73, 322)",1,1
"(184, 326)",1,1
"(46, 401)",1,1
"(173, 316)",1,1
"(82, 473)",1,0
"(175, 290)",1,1
"(25, 359)",1,1
"(213, 400)",1,0
"(98, 353)",1,1
"(192, 292)",1,1
"(46, 247)",1,1
"(28, 468)",1,1
"(184, 300)",1,1
"(8, 441)",1,1
"(175, 318)",1,1
"(104, 342)",1,0
"(184, 373)",1,1
"(119, 330)",1,0
"(103, 437)",1,1
"(47, 330)",1,0
"(85, 432)",1,1
"(80, 294)",1,1
"(27, 360)",1,0
"(83, 437)",1,1
"(72, 229)",1,1
"(36, 253)",1,1
"(116, 461)",1,1
"(209, 264)",1,1
"(180, 297)",1,1
"(8, 412)",1,1
"(49, 267)",1,1
"(170, 372)",1,1
"(41, 431)",1,0
"(152, 252)",1,0
"(79, 242)",1,1
"(147, 259)",1,1
"(84, 388)",1,1
"(107, 474)",1,1
"(35, 437)",1,1
"(131, 374)",1,1
"(73, 242)",1,1
"(181, 359)",1,1
"(77, 247)",1,1
"(137, 434)",1,1
"(162, 417)",1,0
"(122, 290)",1,1
"(73, 330)",1,1
"(166, 478)",1,1
"(158, 480)",1,1
"(184, 468)",1,1
"(215, 218)",1,1
"(142, 389)",1,1
"(183, 330)",1,1
"(180, 300)",1,1
"(101, 454)",1,1
"(216, 241)",1,1
"(209, 247)",1,1
"(78, 409)",1,1
"(206, 264)",1,1
"(59, 404)",1,1
"(69, 393)",1,1
"(150, 326)",1,1
"(188, 465)",1,1
"(156, 476)",1,1
"(185, 310)",1,1
"(178, 274)",1,1
"(59, 468)",1,1
"(3, 233)",1,1
"(86, 397)",1,1
"(36, 353)",1,1
"(156, 249)",1,1
"(82, 437)",1,1
"(104, 483)",1,1
"(118, 476)",1,1
"(116, 229)",1,1
"(12, 229)",1,1
"(185, 476)",1,1
"(79, 348)",1,1
"(16, 272)",1,0
"(187, 359)",1,1
"(86, 484)",1,1
"(214, 353)",1,1
"(67, 449)",1,1
"(180, 303)",1,1
"(80, 234)",1,1
"(74, 266)",1,1
"(156, 267)",1,1
"(25, 403)",1,1
"(72, 294)",1,0
"(78, 406)",1,1
"(119, 292)",1,1
"(142, 270)",1,1
"(18, 348)",1,1
"(26, 247)",1,1
"(205, 294)",1,0
"(1, 297)",1,1
"(76, 353)",1,1
"(198, 437)",1,1
"(180, 248)",1,1
"(180, 299)",1,0
"(72, 468)",1,1
"(76, 487)",1,1
"(138, 405)",1,1
"(39, 320)",1,0
"(23, 449)",1,1
"(92, 268)",1,1
"(22, 480)",1,1
"(60, 437)",1,1
"(23, 413)",1,1
"(118, 314)",1,1
"(101, 412)",1,1
"(82, 326)",1,1
"(199, 271)",1,1
"(89, 293)",1,1
"(119, 288)",1,1
"(46, 220)",1,1
"(86, 363)",1,1
"(166, 230)",1,1
"(210, 486)",1,1
"(24, 297)",1,1
"(184, 294)",1,1
"(199, 368)",1,1
"(64, 401)",1,1
"(72, 273)",1,1
"(98, 242)",1,1
"(152, 326)",1,1
"(177, 330)",1,0
"(158, 348)",1,1
"(104, 488)",1,1
"(100, 412)",1,1
"(80, 434)",1,1
"(106, 442)",1,1
"(102, 330)",1,0
"(156, 256)",1,1
"(214, 229)",1,1
"(177, 294)",1,0
"(180, 284)",1,1
"(26, 273)",1,1
"(48, 229)",1,1
"(126, 476)",1,1
"(27, 468)",1,1
"(180, 326)",1,1
"(206, 397)",1,1
"(119, 300)",1,1
"(147, 480)",1,1
"(85, 233)",1,1
"(177, 388)",1,1
"(53, 412)",1,1
"(175, 294)",1,0
"(184, 256)",1,1
"(104, 375)",1,1
"(147, 273)",1,0
"(150, 303)",1,1
"(80, 329)",1,1
"(200, 397)",1,1
"(53, 249)",1,1
"(203, 293)",1,1
"(12, 333)",1,1
"(188, 294)",1,0
"(93, 264)",1,1
"(30, 353)",1,1
"(150, 331)",1,1
"(18, 233)",1,1
"(128, 312)",1,0
"(80, 373)",1,1
"(160, 437)",1,1
"(12, 233)",1,1
"(192, 240)",1,1
"(122, 294)",1,1
"(142, 266)",1,1
"(166, 294)",1,1
"(179, 312)",1,1
"(50, 292)",1,1
"(131, 333)",1,1
"(119, 317)",1,1
"(53, 229)",1,1
"(100, 268)",1,1
"(149, 338)",1,1
"(120, 271)",1,1
"(73, 290)",1,1
"(216, 449)",1,1
"(184, 237)",1,1
"(119, 229)",1,1
"(85, 296)",1,1
"(66, 330)",1,0
"(199, 397)",1,1
"(24, 437)",1,1
"(147, 297)",1,1
"(111, 303)",1,1
"(142, 372)",1,1
"(150, 474)",1,1
"(36, 294)",1,0
"(118, 465)",1,1
"(150, 294)",1,1
"(126, 297)",1,1
"(184, 268)",1,1
"(79, 256)",1,1
"(101, 316)",1,1
"(26, 344)",1,1
"(208, 373)",1,1
"(208, 378)",1,1
"(50, 333)",1,1
"(116, 278)",1,1
"(46, 266)",1,1
"(110, 446)",1,1
